100	Alba	SCOALA GIMNAZIALA SPRING	307616	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
101	Alba	SCOALA GIMNAZIALA DAIA ROMANA	305371	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
102	Alba	SCOALA GIMNAZIALA "SIMION LAZAR" LUNCA MURESULUI	306052	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
103	Alba	SCOALA GIMNAZIALA SUGAG	307654	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
104	Alba	SCOALA GIMNAZIALA "AVRAM IANCU" AVRAM IANCU	304731	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
105	Alba	SCOALA GIMNAZIALA "ION AGARBICEANU" BUCIUM SASA	305022	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
106	Alba	SCOALA GIMNAZIALA CIURULEASA	305216	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
107	Alba	SCOALA GIMNAZIALA "SIMION BALINT" ROSIA MONTANA	306947	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
108	Alba	SCOALA GIMNAZIALA "IOSIF SARBU" SIBOT	307513	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
109	Alba	GRADINITA CU PROGRAM NORMAL NR.16 ALBA IULIA	1230444	Unitate de învăţământ	Gradiniţă cu program normal	Gradiniţă	Unitate de învăţământ	Gradiniţă cu program normal
110	Alba	COLEGIUL TEHNIC AIUD	111172	Unitate de învăţământ	Colegiu Tehnic	Colegiu	Unitate de învăţământ	Colegiu Tehnic
